id,name,latitude,longitude,bike_slots,public_art,night_club,bicycle_store,coffee_shop,fast_food,museum,grocery_store
c448b73d92f7f8e1daafb3b9c5fbe6a6,Alexander & Dunlevy,49.284062,-123.095097,14,0,2,2,10,1,2,23
c47a1f62ea461ce1c9f3e2478c657df6,13th & St George,49.258817,-123.092797,16,0,1,0,14,2,0,7
c52e51e3288a00993bdf892fdc2c2c2c,Commercial & Pandora,49.283236,-123.070443,16,0,3,1,7,0,0,10
c64ee19c62a363019ddbaedf71df2882,Grandview & Commercial,49.263746,-123.069892,16,0,0,2,11,9,0,11
c7b5bec0b2f4ab9a2d3f9d837725620c,Expo & Smithe,49.276115,-123.114496,14,1,7,1,34,9,2,8
c81f75a80312c51ceaef1304beac1990,Cypress & 14th,49.25919,-123.148268,12,0,0,0,5,1,0,1
c90ac84be9adfa8c4bbd0c1ce789ec3a,Brock Commons,49.269172,-123.25279,20,0,0,2,15,3,2,2
c924f6a41b130fad49cfae47271314bc,Beach & Broughton,49.281301,-123.139108,22,1,2,0,6,9,0,6
cadc004f0903ef45e898032143c0832f,Arbutus Greenway & 14th,49.258924,-123.152591,20,0,0,0,2,1,0,0
cb6fddfdac7d350d25be475c7ab9e05a,Alexander & Main,49.284157,-123.099917,20,1,9,3,29,6,8,22
cc2084e365f6f230fe26bae0b6867775,Hornby & Drake,49.277178,-123.13,24,0,17,2,36,21,1,19
cc25ae4f093b33ba0afd1dbc0dd20324,Highbury & 8th,49.265442,-123.187738,20,0,1,3,10,3,1,2
cde61c70e5556ee2fe3ceb9d958b6482,Pharmaceutical Sciences,49.26262,-123.2431,24,0,0,0,14,8,3,1
ce5dccf5a0f190bb4567a2fd93e7971e,Haro & Denman,49.290587,-123.13625,20,0,2,7,29,18,1,17
d02e2eaafda91425eddd24d8acd328ab,Windsor & 14th,49.257985,-123.083366,14,0,0,0,5,0,0,5
d0782213f003ce9eb276fbceff44f1f4,Prince Edward & 16th,49.256694,-123.096579,14,1,1,2,14,8,0,6
d085c6749a32517e1fb0d070e4128402,Cardero & Davie,49.285512,-123.1384,18,1,1,1,18,11,1,11
d1c9556d92f329703229fb3e33899a3b,Stamps Landing,49.26893,-123.11813,14,1,0,2,7,0,0,4
d2244f1a81d317c76cabd65e81250835,Marinaside & Davie,49.273471,-123.118016,22,1,3,2,23,3,1,8
d3aaff4414a8c3fd5480c470f77ff68a,Adanac & McLean,49.277665,-123.073653,22,0,2,5,17,0,0,11
d4afc7056df9fad360ed00e59cd4368e,Bute & Davie,49.282055,-123.133045,20,0,9,1,13,13,0,11
d67640af1b3b3b3ce47169dbc9182470,Victoria & 4th,49.266725,-123.065925,16,0,0,2,14,7,0,12
d8c4fe5e09b6f010fbaa85cc7302d66b,Heather & 29th,49.245535,-123.120496,22,1,1,0,5,0,0,1
d91964be5355206abc053e5bb28f927f,McNicoll & Arbutus,49.276292,-123.150592,30,0,0,0,4,6,3,0
da8b6e94f90ad41a3f8de10596992372,Jervis & Robson,49.28691,-123.128818,20,1,1,2,47,14,2,15
db1e56a71a3279f51301d732ee5a055b,IK Barber Learning Centre,49.267561,-123.252261,20,0,0,2,20,3,3,3
db51c556fe50ec1deefbc9697c70cb51,Granville Island,49.27029,-123.135025,32,1,1,1,20,6,1,18
dcf3d5c9f1b3a46f0ef2eb2247931f89,6th & Prince Edward,49.265242,-123.095577,16,1,3,3,21,5,0,6
df5ab349a7a85d4b10da4cc3ec65c607,Broughton & Davie,49.283749,-123.136133,22,0,5,1,12,11,1,11
e02dd224b0177c65418bcb3f72d2f77d,Adanac & Lakewood,49.27751,-123.061429,20,0,1,0,9,2,0,4
e0318460138ffbf4692005d5b5a9f900,Cypress & 10th,49.262944,-123.148109,14,0,0,0,17,7,0,5
e0f30136c6ec6330f93d6c2c8463a0f4,Thunderbird Parkade,49.261655,-123.241924,18,0,0,0,7,6,2,0
e12234b6f1299d178f34bffaca92f043,Burrard Station (Melville & Dunsmuir),49.285871,-123.12105,28,3,2,5,50,50,3,11
e1432b72df561a1df34290679ec9c773,22nd & Cambie,49.251358,-123.115637,14,1,0,1,14,1,0,6
e1ff428dadc7c32141b9d89a7b56728a,Glen & Broadway,49.262242,-123.081459,18,0,0,2,3,0,0,5
e3d32ad772a5898c3b96c4d23d2cd542,Stanley Park - Totem Poles,49.298657,-123.121176,20,0,0,0,0,0,1,0
e75e83499d3fa2e174dc2a8ffd238119,Davie & Beach,49.287528,-123.142139,30,1,1,1,16,11,0,8
